Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Churn Label,high usage,Extra Data User
4619-EVPHY,Female,Senior,No,Yes,Yes,No,0,United States,California,Lamont,15364,Yes,2,20,No Offer,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,91.0,0,False,False
4462-CYWMH,Male,Senior,No,Yes,Yes,No,0,United States,California,Lindsay,15508,Yes,7,62,Offer B,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,0,False,False
9334-GWGOW,Male,Senior,No,Yes,Yes,No,0,United States,California,Mc Kittrick,302,Yes,2,7,No Offer,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,0,False,False
4291-HYEBC,Female,Senior,No,Yes,Yes,Yes,3,United States,California,Weldon,1935,Yes,2,28,No Offer,No,Yes,DSL,21,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,39.1,0,True,False
1576-PFZIW,Male,Senior,No,Yes,Yes,No,0,United States,California,Bakersfield,12963,Yes,2,70,Offer A,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.35,0,False,False
0147-ESWWR,Female,Senior,No,Yes,Yes,No,0,United States,California,Atascadero,29539,Yes,9,39,No Offer,Yes,Yes,Fiber Optic,21,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,0,True,False
1217-VASWC,Male,Senior,No,Yes,Yes,No,0,United States,California,Avila Beach,812,Yes,10,43,Offer B,Yes,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.55,0,False,False
2522-WLNSF,Female,Senior,No,Yes,Yes,No,0,United States,California,Los Olivos,1317,Yes,2,34,No Offer,Yes,Yes,Cable,23,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,64.2,0,True,False
5327-XOKKY,Male,Senior,No,Yes,Yes,No,0,United States,California,Santa Maria,43684,Yes,7,72,Offer A,Yes,Yes,Cable,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.45,0,False,False
3312-ZWLGF,Male,Senior,No,Yes,Yes,No,0,United States,California,Acton,7831,No,0,29,No Offer,Yes,Yes,Fiber Optic,2,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.3,0,False,False
0795-XCCTE,Male,Senior,No,Yes,No,No,0,United States,California,Bishop,13309,No,0,72,Offer A,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.4,0,False,False
7072-MBHEV,Female,Senior,No,Yes,Yes,Yes,2,United States,California,Edwards,7685,Yes,8,11,No Offer,Yes,Yes,Fiber Optic,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.1,0,False,False
8050-DVOJX,Male,Senior,No,Yes,No,No,0,United States,California,Keeler,71,No,0,49,Offer B,Yes,Yes,Cable,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,0,False,False
8169-SAEJD,Male,Senior,No,Yes,Yes,No,0,United States,California,Lancaster,57794,Yes,10,69,Offer A,No,Yes,DSL,12,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,56.55,0,False,True
1580-BMCMR,Male,Senior,No,Yes,No,No,0,United States,California,Tehachapi,25805,No,0,19,No Offer,Yes,Yes,Fiber Optic,16,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.3,0,False,False
4199-QHJNM,Male,Senior,No,Yes,Yes,No,0,United States,California,Bass Lake,613,Yes,9,67,Offer A,Yes,Yes,Fiber Optic,17,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.9,0,False,False
5135-GRQJV,Male,Senior,No,Yes,Yes,No,0,United States,California,Cantua Creek,1766,Yes,4,72,Offer A,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,114.5,0,False,False
2384-OVPSA,Female,Senior,No,Yes,No,No,0,United States,California,Caruthers,5446,No,0,38,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.2,0,False,False
1371-WEPDS,Male,Senior,No,Yes,Yes,No,0,United States,California,Chowchilla,19391,Yes,8,40,No Offer,Yes,Yes,DSL,18,No,No,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,55.8,0,False,True
3349-ANQNH,Female,Senior,No,Yes,No,No,0,United States,California,Del Rey,1965,No,0,59,No Offer,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,0,False,False
5937-EORGB,Male,Senior,No,Yes,Yes,No,0,United States,California,Five Points,1852,Yes,9,15,No Offer,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,0,True,False
5539-HIVAK,Female,Senior,No,Yes,Yes,No,0,United States,California,Friant,1125,Yes,8,28,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,25.7,0,False,False
4583-PARNH,Male,Senior,No,Yes,Yes,No,0,United States,California,Kerman,14062,Yes,1,16,No Offer,Yes,Yes,Fiber Optic,20,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,0,False,False
1421-HCERK,Male,Senior,No,Yes,Yes,No,0,United States,California,Lakeshore,52,Yes,6,30,No Offer,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.7,0,True,False
0716-BQNDX,Male,Senior,No,Yes,No,No,0,United States,California,Madera,28434,No,0,57,No Offer,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.75,0,False,False
1162-ECVII,Male,Senior,No,Yes,Yes,No,0,United States,California,Fresno,26580,Yes,1,72,Offer A,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.75,0,False,True
8695-ARGXZ,Male,Senior,No,Yes,Yes,No,0,United States,California,Fresno,60889,Yes,1,34,No Offer,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,0,False,False
1697-NVVGY,Male,Senior,No,Yes,Yes,No,0,United States,California,Fresno,16346,Yes,1,19,No Offer,Yes,Yes,DSL,26,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66.4,0,True,False
9112-WSNPU,Female,Senior,No,Yes,No,No,0,United States,California,Monterey,32857,No,0,35,No Offer,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,0,True,False
4976-LNFVV,Male,Senior,No,Yes,Yes,No,0,United States,California,Daly City,63337,Yes,6,19,No Offer,No,Yes,DSL,14,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.3,0,False,False
2077-MPJQO,Male,Senior,No,Yes,Yes,No,0,United States,California,Menlo Park,39062,Yes,2,7,No Offer,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,0,True,False
1480-IVEVR,Male,Senior,No,Yes,Yes,No,0,United States,California,Montara,2346,Yes,2,35,No Offer,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,81.6,0,True,False
4118-CEVPF,Female,Senior,No,Yes,No,No,0,United States,California,Redwood City,25569,No,0,35,No Offer,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,110.8,0,True,True
2428-HYUNX,Male,Senior,No,Yes,Yes,No,0,United States,California,San Francisco,56330,Yes,4,44,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.35,0,False,False
9693-XMUOB,Male,Senior,No,Yes,Yes,No,0,United States,California,Palo Alto,1723,Yes,4,59,No Offer,No,Yes,Cable,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.25,0,True,False
1635-NZATJ,Male,Senior,No,Yes,Yes,No,0,United States,California,Alameda,58555,Yes,3,71,Offer A,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45,0,False,False
9943-VSZUV,Male,Senior,No,Yes,No,No,0,United States,California,Alamo,15187,No,0,67,Offer A,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.7,0,False,False
9355-NPPFS,Female,Senior,No,Yes,No,No,0,United States,California,Fremont,56126,No,0,26,No Offer,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.8,0,False,False
5828-DWPIL,Male,Senior,No,Yes,Yes,No,0,United States,California,Livermore,75929,Yes,4,62,No Offer,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,0,False,False
2931-FSOHN,Male,Senior,No,Yes,No,No,0,United States,California,Napa,26894,No,0,13,No Offer,Yes,Yes,DSL,30,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.9,0,True,False
9971-ZWPBF,Male,Senior,No,Yes,Yes,Yes,1,United States,California,Orinda,17964,Yes,7,34,No Offer,Yes,Yes,Fiber Optic,12,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,108.9,0,False,True
8421-WZOOW,Female,Senior,No,Yes,Yes,Yes,1,United States,California,Rio Vista,5246,Yes,8,57,No Offer,Yes,Yes,Fiber Optic,15,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,95.3,0,False,False
2957-JIRMN,Female,Senior,No,Yes,No,No,0,United States,California,Vallejo,51665,No,0,62,No Offer,Yes,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.45,0,False,False
5271-DBYSJ,Male,Senior,No,Yes,No,No,0,United States,California,Berkeley,10737,No,0,11,Offer D,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.15,0,False,True
3915-ODIYG,Male,Senior,No,Yes,No,No,0,United States,California,Cotati,7936,No,0,60,No Offer,Yes,Yes,DSL,29,Yes,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,71.75,0,True,True
5671-UUNXD,Female,Senior,No,Yes,Yes,No,0,United States,California,Nicasio,607,Yes,1,50,No Offer,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.65,0,True,False
4698-KVLLG,Female,Senior,No,Yes,No,No,0,United States,California,San Quentin,6448,No,0,51,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,0,False,False
0282-NVSJS,Female,Senior,No,Yes,Yes,Yes,1,United States,California,Aromas,3373,Yes,1,12,Offer D,No,Yes,DSL,14,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,0,False,False
7537-CBQUZ,Male,Senior,No,Yes,No,No,0,United States,California,Castroville,8582,No,0,63,No Offer,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.4,0,False,False
4750-UKWJK,Female,Senior,No,Yes,Yes,No,0,United States,California,Gilroy,49968,Yes,1,37,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.6,0,False,False
4884-ZTHVF,Female,Senior,No,Yes,No,No,0,United States,California,Santa Cruz,8365,No,0,8,No Offer,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.1,0,True,False
3055-OYMSE,Female,Senior,No,Yes,No,No,0,United States,California,Saratoga,30589,No,0,53,No Offer,Yes,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.8,0,False,False
1468-DEFNC,Male,Senior,No,Yes,Yes,Yes,1,United States,California,San Jose,13481,Yes,9,64,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.4,0,False,False
9605-WGJVW,Female,Senior,No,Yes,No,No,0,United States,California,Stockton,30476,No,0,1,No Offer,Yes,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,0,False,False
4627-MIHJH,Female,Senior,No,Yes,No,No,0,United States,California,Stockton,40611,No,0,69,No Offer,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,110.25,0,True,False
5553-AOINX,Female,Senior,No,Yes,Yes,Yes,1,United States,California,Copperopolis,2633,Yes,6,66,No Offer,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.9,0,True,False
3258-SANFR,Male,Senior,No,Yes,No,No,0,United States,California,Big Oak Flat,167,No,0,6,Offer E,Yes,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.7,0,False,False
4833-QTJNO,Male,Senior,No,Yes,Yes,No,0,United States,California,Coulterville,2271,Yes,10,67,No Offer,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.85,0,False,False
2322-VCZHZ,Male,Senior,No,Yes,Yes,No,0,United States,California,El Portal,579,Yes,3,23,Offer D,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0,0,False,False
6383-ZTSIW,Female,Senior,No,Yes,Yes,No,0,United States,California,Gustine,7872,Yes,6,39,No Offer,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Mailed Check,99.1,0,False,False
0118-JPNOY,Female,Senior,No,Yes,No,No,0,United States,California,Le Grand,3256,No,0,26,No Offer,Yes,Yes,Fiber Optic,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.8,0,False,False
9000-PLFUZ,Female,Senior,No,Yes,Yes,No,0,United States,California,Merced,59289,Yes,3,60,No Offer,No,Yes,DSL,22,No,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,49.45,0,True,True
7779-ORAEL,Male,Senior,No,Yes,Yes,No,0,United States,California,Mi Wuk Village,1278,Yes,4,45,No Offer,Yes,Yes,DSL,22,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,75.15,0,True,False
0644-OQMDK,Male,Senior,No,Yes,No,No,0,United States,California,Merced,23100,No,0,4,Offer E,Yes,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,0,False,False
1658-XUHBX,Female,Senior,No,Yes,Yes,Yes,1,United States,California,Modesto,13343,Yes,3,59,No Offer,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,88.75,0,True,False
2378-HTWFW,Male,Senior,No,Yes,No,No,0,United States,California,Newman,8504,No,0,35,No Offer,Yes,Yes,Fiber Optic,19,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,91.0,0,False,True
3719-TDVQB,Female,Senior,No,Yes,Yes,No,0,United States,California,Ripon,12646,Yes,3,54,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,18.95,0,False,False
0201-MIBOL,Female,Senior,No,Yes,No,No,0,United States,California,Salida,12466,No,0,66,No Offer,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,0,False,False
8495-PRWFH,Female,Senior,No,Yes,No,No,0,United States,California,Waterford,8308,No,0,42,No Offer,Yes,Yes,Cable,30,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.65,0,True,False
0439-IFYUN,Female,Senior,No,Yes,No,No,0,United States,California,Escondido,48690,No,0,18,Offer D,Yes,Yes,Fiber Optic,18,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.7,0,False,True
6458-CYIDZ,Female,Senior,No,Yes,No,No,0,United States,California,Albion,1054,No,0,5,Offer E,Yes,Yes,Fiber Optic,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.7,0,False,False
1932-UEDCX,Male,Senior,No,Yes,Yes,No,0,United States,California,Manchester,586,Yes,6,33,No Offer,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,0,True,False
5188-HGMLP,Male,Senior,No,Yes,Yes,No,0,United States,California,Middletown,7789,Yes,10,54,No Offer,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.0,0,False,False
5331-RGMTT,Male,Senior,No,Yes,Yes,No,0,United States,California,Point Arena,1352,No,0,54,No Offer,Yes,Yes,Fiber Optic,13,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,99.05,0,False,True
4476-OSWTN,Male,Senior,No,Yes,Yes,No,0,United States,California,Witter Springs,240,Yes,2,69,No Offer,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,110.55,0,False,False
6726-WEXXK,Male,Senior,No,Yes,Yes,No,0,United States,California,Fields Landing,228,Yes,7,27,No Offer,Yes,Yes,Fiber Optic,14,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.9,0,False,False
4023-RTIQM,Female,Senior,No,Yes,Yes,No,0,United States,California,Redcrest,400,Yes,10,31,Offer C,No,Yes,DSL,21,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card,50.4,0,True,False
7872-RDDLZ,Female,Senior,No,Yes,No,No,0,United States,California,Piercy,200,No,0,67,No Offer,Yes,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.9,0,True,False
3162-KKZXO,Female,Senior,No,Yes,No,No,0,United States,California,Citrus Heights,43718,No,0,55,No Offer,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15,0,False,False
8904-OPDCK,Male,Senior,No,Yes,Yes,No,0,United States,California,Citrus Heights,41636,Yes,4,54,Offer B,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,0,False,False
6048-QBXKL,Female,Senior,No,Yes,No,No,0,United States,California,Madison,844,No,0,2,Offer E,Yes,Yes,DSL,25,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.55,0,True,False
6734-FQAJX,Male,Senior,No,Yes,No,No,0,United States,California,Somerset,2958,No,0,67,No Offer,Yes,Yes,Fiber Optic,11,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.05,0,False,False
2378-VTKDH,Male,Senior,No,Yes,Yes,No,0,United States,California,Woodland,38547,Yes,9,65,Offer B,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.35,0,False,False
2974-GGUXS,Female,Senior,No,Yes,Yes,No,0,United States,California,Granite Bay,20675,No,0,36,Offer C,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,91.95,0,False,False
7994-XIRTR,Male,Senior,No,Yes,No,No,0,United States,California,Roseville,25418,No,0,54,Offer B,Yes,Yes,DSL,6,No,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Bank Withdrawal,65.25,0,False,False
5298-GSTLM,Female,Senior,No,Yes,No,No,0,United States,California,Sacramento,14966,No,0,60,Offer B,Yes,Yes,Fiber Optic,11,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,101.4,0,False,False
6121-TNHBO,Female,Senior,No,Yes,No,No,0,United States,California,Sacramento,44683,No,0,63,Offer B,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,83.0,0,False,False
5119-NZPTV,Male,Senior,No,Yes,Yes,No,0,United States,California,Sacramento,72199,Yes,9,2,Offer E,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.1,0,True,False
3865-ZYKAD,Male,Senior,No,Yes,Yes,No,0,United States,California,Sacramento,42832,Yes,7,69,No Offer,Yes,Yes,Fiber Optic,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.9,0,False,False
2205-LPVGL,Male,Senior,No,Yes,Yes,Yes,1,United States,California,Colusa,7503,Yes,1,58,Offer B,Yes,Yes,Fiber Optic,10,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,89.85,0,False,True
4868-AADLV,Male,Senior,No,Yes,Yes,Yes,2,United States,California,Durham,3524,No,0,66,No Offer,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,116.25,0,False,False
3256-EZDBI,Male,Senior,No,Yes,Yes,No,0,United States,California,Greenville,2064,Yes,1,51,Offer B,No,Yes,DSL,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.45,0,True,False
4726-DLWQN,Male,Senior,No,Yes,No,No,0,United States,California,Live Oak,8695,No,0,50,Offer B,Yes,Yes,DSL,23,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,0,True,True
3518-FSTWG,Male,Senior,No,Yes,Yes,No,0,United States,California,Paradise,28318,Yes,1,72,No Offer,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,0,False,False
0230-UBYPQ,Male,Senior,No,Yes,Yes,No,0,United States,California,Hyampom,268,Yes,2,63,Offer B,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,0,False,False
1763-KUAAW,Female,Senior,No,Yes,No,No,0,United States,California,Junction City,734,No,0,18,Offer D,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.35,0,False,False
1104-TNLZA,Male,Senior,No,Yes,Yes,No,0,United States,California,Klamath River,482,Yes,8,28,Offer C,Yes,Yes,Fiber Optic,15,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.8,0,False,False
5195-KPUNQ,Female,Senior,No,Yes,No,No,0,United States,California,Lakehead,1236,No,0,53,Offer B,Yes,Yes,Fiber Optic,28,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.75,0,True,False
3908-MKIMJ,Male,Senior,No,Yes,Yes,No,0,United States,California,Mount Shasta,7309,Yes,9,68,No Offer,No,Yes,Cable,28,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,41.95,0,True,False
6969-MVBAI,Female,Senior,No,Yes,No,No,0,United States,California,Davis Creek,104,No,0,9,Offer E,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,0,False,False
2453-SAFNS,Female,Senior,No,Yes,No,No,0,United States,California,Likely,277,No,0,54,Offer B,Yes,Yes,Cable,2,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,72.1,0,False,False
7426-GSWPO,Male,Senior,No,Yes,No,No,0,United States,California,Portola,4236,No,0,64,Offer B,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,0,False,False
4909-JOUPP,Male,Senior,No,Yes,Yes,No,0,United States,California,Tahoma,1291,Yes,5,72,No Offer,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,0,False,False
6437-UDQJM,Female,Senior,No,Yes,Yes,No,0,United States,California,Los Angeles,47487,Yes,5,72,No Offer,Yes,Yes,DSL,28,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.1,0,True,False
1226-IENZN,Male,Senior,No,Yes,No,No,0,United States,California,Los Angeles,44150,No,0,16,Offer D,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.75,0,False,False
3411-WLRSQ,Female,Senior,No,Yes,Yes,No,0,United States,California,Los Angeles,32562,Yes,3,3,Offer E,Yes,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.6,0,False,True
0822-QGCXA,Female,Senior,No,Yes,Yes,No,0,United States,California,Los Angeles,21728,Yes,5,27,Offer C,Yes,Yes,DSL,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.85,0,True,False
3588-WSTTJ,Female,Senior,No,Yes,No,No,0,United States,California,Los Angeles,10470,No,0,35,Offer C,Yes,Yes,Fiber Optic,7,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,0,False,False
3798-EPWRR,Female,Senior,No,Yes,No,No,0,United States,California,Beverly Hills,11355,No,0,2,Offer E,Yes,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.95,0,True,False
2452-MRMZF,Female,Senior,No,Yes,Yes,No,0,United States,California,Inglewood,27778,Yes,9,72,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.7,0,False,False
4989-LIXVT,Male,Senior,No,Yes,No,No,0,United States,California,Santa Monica,19975,No,0,68,No Offer,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,0,True,False
5481-NTDOH,Female,Senior,No,Yes,Yes,No,0,United States,California,Whittier,19109,Yes,8,67,No Offer,Yes,Yes,Fiber Optic,20,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,107.05,0,False,False
